"Year","area","season","Eff","Units","OCat","OEff","OUnit","CPUE","CPse","Out","Pos","OCatS","OEffS","Cov","PFrac","EFrac","UFrac","Cat","Cse"
2011,"N","1",9961.296,203,46,445.791,9,0.0799699857084279,0.0210762124283179,0,7,5.06074215022966,29.2308157771897,131.268083333333,0.777777777777778,0.044752309338062,0.0443349753694581,1027.87991682201,180.880763719328
2011,"N","2",4672.777,79,17,194.514,4,0.0981862220814698,0.0308825751303199,0,4,1.70782512765993,16.4272617620832,-4.8495,1,0.0416270667314105,0.0506329113924051,408.388131445551,112.990058215805
2011,"N","3",4871.987,98,13,231.984,4,0.0543829465571675,0.0202101676553137,0,3,2.75378527364305,33.2054173893357,65.324,0.75,0.0476158906006933,0.0408163265306122,273.018100386234,79.3897505903625
2011,"N","4",5130.913,96,12,118.832,4,0.17585532318419,0.0612235900019905,0,4,1.4142135623731,25.6297539590219,29.856,1,0.023160010703748,0.0416666666666667,518.134475562138,138.102261251569
2011,"S","1",6758.789,132,38,440.93,6,0.0915909158531605,0.0518146979769272,0,5,13.0792456459334,79.2279705802608,1002.78186666667,0.833333333333333,0.0652380182307807,0.0454545454545455,582.482439389472,245.659173167378
2011,"S","2",6534.122,131,42,616.544,7,0.107378935507938,0.0538878135142152,0,6,5.44671154612273,92.2745175905647,192.417333333333,0.857142857142857,0.0943575892828447,0.0534351145038168,445.115229407796,178.812315966168
2011,"S","3",6032.998,145,2,524.601,10,0.0029849005137552,0.00254817517860235,0,2,0.421637021355784,66.5432514391955,18.8422,0.2,0.0869552749727416,0.0689655172413793,23.0003297744381,11.0111989765229
2011,"S","4",10308.709,212,21,423.3,9,0.0855258226648344,0.0416317383929164,0,6,2.64575131106459,18.4834466482851,9.3375,0.666666666666667,0.0410623677513838,0.0424528301886792,511.417172218285,187.989380363538
2012,"N","1",10067.092,191,33,352.982,9,0.0762423885884709,0.0184317848166375,0,7,2.91547594742265,19.0230539725998,43.9865833333333,0.777777777777778,0.0350629556181666,0.0471204188481675,941.164240669496,154.869682793741
2012,"N","2",6055.094,102,28,265.472,5,0.111467229687961,0.0444706241772477,0,4,3.36154726279432,37.6415512539003,74.7972,0.8,0.0438427545468328,0.0490196078431373,638.646004098361,167.072214146254
2012,"N","3",3619.934,86,18,210.95,5,0.123854189850524,0.0564111286930228,0,5,2.07364413533277,21.3488149554021,-26.7725,1,0.0582745431270294,0.0581395348837209,308.882730504859,130.003143532097
2012,"N","4",5209.227,93,3,168.492,4,0.0161998572364726,0.00965073265184747,0,2,0.957427107756338,6.84175679193583,5.301,0.5,0.0323449141302539,0.043010752688172,92.7502848799943,52.1308990669104
2012,"S","1",6484.383,128,4,94.56,3,0.0254841997961264,0.0254841997961264,0,1,2.3094010767585,25.4652704678352,41.6,0.333333333333333,0.0145827289967295,0.0234375,274.297081218274,202.423627485238
2012,"S","2",6376.634,124,15,694.792,11,0.0323043545443111,0.0115859404967343,0,7,1.56669890360128,58.0822051397062,23.7232363636364,0.636363636363636,0.108959052691436,0.0887096774193548,137.666395122569,50.3512370538161
2012,"S","3",6607.874,132,4,292.02,2,0.0232850313656597,0.0149412683285299,0,2,0,132.497668658735,0,1,0.0441927312778664,0.0151515151515152,90.5126224231217,57.6374152222331
2012,"S","4",11350.643,223,22,777.432,16,0.0284815238902197,0.00676606659409085,0,12,1.25830573921179,9.92349098519938,0.615933333333334,0.75,0.0684923312274027,0.0717488789237668,321.203842908447,71.7775953329703
2013,"N","1",9568.231,178,18,212.424,5,0.110533688657292,0.0435134656417369,0,5,1.51657508881031,14.6676172298025,-13.5516,1,0.0222009690192471,0.0280898876404494,810.7754208564,246.069997617055
2013,"N","2",5121.043,72,45,238.47,2,0.17583481802926,0.0229296192525018,0,2,20.5060966544099,94.6321005261957,1940.535,1,0.0465666857317933,0.0277777777777778,966.356082526104,79.3160908216835
2013,"N","3",2772.296,65,12,218.602,4,0.119834635833002,0.0784765116131618,0,3,2.58198889747161,47.1545644414904,90.7593333333333,0.75,0.0788523303427917,0.0615384615384615,152.183200519666,45.3250597710072
2013,"N","4",2411.081,53,6,124.988,5,0.0243712221958911,0.0159573753664319,0,2,1.6431676725155,28.6778474227059,43.3056,0.4,0.0518389884039566,0.0943396226415094,115.742999327935,27.1512882118695
2013,"S","1",6807.194,155,3,236.988,6,0.0117227626213929,0.00847213112037821,0,2,0.836660026534076,18.7172671082079,2.3412,0.333333333333333,0.0348143449415427,0.0387096774193548,86.1713757658616,57.5863359629726
2013,"S","2",5111.336,116,4,227.19,6,0.019856830891079,0.0133034700080952,0,2,1.211060141639,16.8523799506183,-2.086,0.333333333333333,0.044448261667791,0.0517241379310345,89.9922707865663,68.4756843168869
2013,"S","3",7597.763,144,4,389.266,10,0.00805937208975978,0.0059517125819148,0,2,0.966091783079296,17.6023378257927,4.90462222222222,0.2,0.0512342909353714,0.0694444444444444,78.0727112051913,55.3836876860357
2013,"S","4",7839.511,137,3,229.374,6,0.0095565749235474,0.00652838351551962,0,2,0.836660026534076,20.8339574253189,8.4546,0.333333333333333,0.0292587126926667,0.0437956204379562,102.533560909257,60.8828607020805
2014,"N","1",8711.589,165,14,245.28,5,0.0544780569380318,0.0168821244208129,0,4,1.92353840616713,5.58316039533166,8.214,0.8,0.0281555982496419,0.0303030303030303,497.236815068493,132.347514819777
2014,"N","2",3511.391,54,22,361.358,5,0.0642594715912491,0.0083655432638222,0,5,2.88097205817759,55.7204918571256,150.4877,1,0.102910214214253,0.0925925925925926,213.778585225732,25.2157096834453
2014,"N","3",2980.069,54,17,246.24,2,0.114454732510288,0.0784465020576132,0,2,2.12132034355964,100.805142725954,-213.84,1,0.0826289592623527,0.037037037037037,205.739006660169,152.513656924121
2014,"N","4",3776.185,67,5,173.005,2,0.0383083052405762,0.0383083052405762,0,1,3.53553390593274,30.0414315987105,-106.2125,0.5,0.0458147574867227,0.0298507462686567,109.135140602873,133.891299169466
2014,"S","1",4790.748,90,9,257.623,5,0.0248938374813044,0.0204532288704901,0,2,3.4928498393146,15.0120431920508,49.01565,0.4,0.0537751098575838,0.0555555555555556,167.36367482717,121.569414261566
2014,"S","2",7603.913,152,1,170.334,6,0.0031855249745158,0.0031855249745158,0,1,0.408248290463863,14.9397030090963,4.7862,0.166666666666667,0.0224008349385376,0.0394736842105263,44.6411931851539,36.8386927446329
2014,"S","3",8174.125,167,1,394.92,12,0.00212368331634387,0.00212368331634387,0,1,0.288675134594813,19.8694837010289,0.575454545454546,0.0833333333333333,0.0483134280427569,0.0718562874251497,20.6981793781019,19.8948039799672
2014,"S","4",6054.093,118,4,389.596,8,0.00637484620175555,0.00417331889833415,0,2,1.0690449676497,29.810419017518,28.2374285714286,0.25,0.0643524967323759,0.0677966101694915,62.1576504892247,34.3889892998362
2015,"N","1",6133.232,122,23,558.371,9,0.034716475657676,0.0114902030051026,0,6,3.24465372232196,32.4602929506874,91.7752361111111,0.666666666666667,0.0910402541433293,0.0737704918032787,252.635498620093,69.1539855914402
2015,"N","2",2528.066,40,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
